t,s,w
t1280,0.224,0.074
t1281,0.129,0.159
t1282,0.038,0.262
t1283,0,0.425
t1284,0,0.556
t1285,0,0.63
t1286,0,0.656
t1287,0,0.679
t1288,0,0.672
t1289,0,0.62
t1290,0,0.538
t1291,0,0.481
t1292,0,0.442
t1293,0,0.38
t1294,0,0.332
t1295,0,0.301
t1296,0.049,0.264
t1297,0.212,0.214
t1298,0.379,0.144
t1299,0.484,0.073
t1300,0.543,0.033
t1301,0.554,0.015
t1302,0.521,0.006
t1303,0.442,0.002
t1304,0.336,0
t1305,0.197,0
t1306,0.061,0
t1307,0,0.002
t1308,0,0.013
t1309,0,0.028
t1310,0,0.038
t1311,0,0.041
t1312,0,0.045
t1313,0,0.058
t1314,0,0.076
t1315,0,0.104
t1316,0,0.136
t1317,0,0.16
t1318,0,0.182
t1319,0,0.187
t1320,0.02,0.176
t1321,0.093,0.163
t1322,0.175,0.14
t1323,0.273,0.083
t1324,0.37,0.033
t1325,0.474,0.005
t1326,0.526,0
t1327,0.494,0.001
t1328,0.382,0.005
t1329,0.232,0.015
t1330,0.075,0.02
t1331,0,0.028
t1332,0,0.038
t1333,0,0.058
t1334,0,0.083
t1335,0,0.101
t1336,0,0.107
t1337,0,0.112
t1338,0,0.111
t1339,0,0.102
t1340,0,0.101
t1341,0,0.108
t1342,0,0.128
t1343,0,0.153
t1344,0.039,0.147
t1345,0.159,0.132
t1346,0.279,0.167
t1347,0.388,0.25
t1348,0.465,0.362
t1349,0.513,0.454
t1350,0.554,0.546
t1351,0.54,0.634
t1352,0.379,0.674
t1353,0.216,0.678
t1354,0.058,0.619
t1355,0,0.525
t1356,0,0.466
t1357,0,0.343
t1358,0,0.288
t1359,0,0.261
t1360,0,0.277
t1361,0,0.274
t1362,0,0.24
t1363,0,0.208
t1364,0,0.199
t1365,0,0.202
t1366,0,0.191
t1367,0,0.178
t1368,0.053,0.148
t1369,0.211,0.155
t1370,0.364,0.194
t1371,0.471,0.235
t1372,0.552,0.299
