t,s,w
t1323,0.307,0.204
t1324,0.548,0.354
t1325,0.777,0.523
t1326,0.784,0.679
t1327,0.748,0.73
t1328,0.644,0.756
t1329,0.475,0.757
t1330,0.24,0.658
t1331,0.026,0.495
t1332,0,0.425
t1333,0,0.338
t1334,0,0.315
t1335,0,0.315
t1336,0,0.377
t1337,0,0.46
t1338,0,0.501
t1339,0,0.516
t1340,0,0.589
t1341,0,0.642
t1342,0,0.655
t1343,0,0.633
t1344,0.022,0.562
t1345,0.256,0.407
t1346,0.487,0.684
t1347,0.657,0.872
t1348,0.765,0.909
t1349,0.812,0.928
t1350,0.804,0.935
t1351,0.729,0.921
t1352,0.595,0.91
t1353,0.325,0.918
t1354,0.087,0.86
t1355,0.011,0.74
t1356,0,0.76
t1357,0,0.594
t1358,0,0.343
t1359,0,0.201
t1360,0,0.151
t1361,0,0.1
t1362,0,0.051
t1363,0,0.031
t1364,0,0.026
t1365,0,0.028
t1366,0,0.017
t1367,0,0.008
t1368,0.007,0.007
t1369,0.094,0.022
t1370,0.297,0.051
t1371,0.627,0.155
t1372,0.75,0.261
t1373,0.813,0.35
t1374,0.79,0.633
t1375,0.408,0.78
t1376,0.323,0.772
t1377,0.252,0.661
t1378,0.162,0.552
t1379,0.017,0.408
t1380,0,0.251
